text,sentiment,topic
"giảng viên vui tính , hài hước .",positive,lecturer
thầy giảng hơi nhanh .,negative,lecturer
thầy rất nhiệt tình hướng dẫn trong khi thực hành .,positive,lecturer
cô rất thân thiện .,positive,lecturer
"cô vui tính , nhiệt tình .",positive,lecturer
khả năng truyền đạt còn kém .,negative,lecturer
thầy dạy giỏi chu đáo .,positive,lecturer
bài giảng thực hành rất chi tiết .,positive,program
"cô giảng dạy nhiệt tình , giúp sinh viên hiểu rõ kiến thức .",positive,lecturer
"giảng viên thân thiện , hoà đồng , khả năng truyền đạt tốt .",positive,lecturer
cô dạy rất hay và rất thực tế bài học .,positive,lecturer
để học sinh của mình không có gì sau kết thúc môn phải chăng đó không là thất bại !,negative,lecturer
có lịch học bù đã tự sắp .,positive,other
cô rất vui vẻ .,positive,lecturer
học anh văn không nên quá theo một khuôn mẫu .,negative,program
giảng viên nhiệt tình và vui tính .,positive,lecturer
giảng viên nhiệt tình với sinh viên .,positive,lecturer
cô hướng dẫn rất nhiệt tình .,positive,lecturer
kiểm tra với mức độ vừa phải với yêu cầu của môn học !,negative,program
học dễ hiểu .,positive,lecturer
"cô dạy tận tình , đưa nhiều kiến thức cho sinh viên .",positive,lecturer
bài giảng sinh động có hứng thú với sinh viên đến lớp .,positive,program
"cô dễ thương , dễ tính , giảng dễ hiểu .",positive,lecturer
"thầy cực kỳ tận tâm nhiệt tình , giảng bài rất dễ nhớ .",positive,lecturer
các nhóm có cùng đề tài 'abc' cùng vào báo cáo một lượt cho lẹ !,negative,program
"giảng viên giảng bài không tạo được sự hứng thú cho sinh viên khi học , nên thường phải áp dụng phương pháp của các giáo viên dạy môn chính trị như doubledot không cho sử dụng điện thoại , laptop trong lớp , điểm danh hoặc gọi tên để trả lời câu hỏi .",negative,lecturer
"thầy tận tình , có cách giảng giải sinh động và chủ động trong việc tìm hiểu sinh viên .",positive,lecturer
"thầy đưa ra phương pháp làm bài cụ thể , dễ hiểu .",positive,lecturer
thầy giảng rất hay !,positive,lecturer
ân cần giải đáp thắc mắc của sinh viên .,positive,lecturer
"tiết giảng hơi khô khan , nhàm chán .",negative,lecturer
"một số bài thầy giảng còn khó hiểu , ít sát thực hành và ít sửa bài tập về nhà .",negative,lecturer
"phong cách giảng dạy tốt , không buồn ngủ , tiếp thu bài tốt .",positive,lecturer
giảng viên cho về sớm hơn giờ quy định .,negative,lecturer
giảng viên không có kỹ năng sư phạm cao .,negative,lecturer
"chất lượng phòng lab kém , nhiều máy không sử dụng được hoặc phần mềm bị lỗi , không thực hành được .",negative,facility
nên xác định điểm quá trình tốt hơn tránh để gian lận .,negative,lecturer
giảng viên dạy tận tâm dễ hiểu .,positive,lecturer
trao đổi bài học tại lớp rất sôi động .,positive,lecturer
em nghĩ là cô truyền cảm hứng rất hay .,positive,lecturer
"cô giảng rất đều tai , rất dễ buồn ngủ .",negative,lecturer
vui tính dạy khá dễ hiểu .,positive,lecturer
chúng em không thực sự biết rằng những gì các bạn đang thuyết trình là đúng thực tế hay không !,negative,lecturer
thầy dạy rất có tâm huyết .,positive,lecturer
"cần phân bố lại thời gian lên lớp , đừng kéo dài thời gian khi đã hết buổi học .",negative,program
"cô giáo giảng dạy rất nhiệt tình , học sinh chăm chỉ được thưởng xứng dáng , học sinh lười biếng không đi học bị trừng phạt thẳng tay .",positive,lecturer
nâng cấp máy tính lên .,negative,facility
giáo viên rất nhiệt tình với sinh viên .,positive,lecturer
"cô giảng dạy khiến sinh viên cảm thấy chán , buồn ngủ .",negative,lecturer
giảng dạy không hiệu quả .,negative,lecturer
thầy dạy có tâm và rất nhiệt tình .,positive,lecturer
"nên tăng thêm thời lượng về kỹ năng nghe , nói .",negative,program
khiến sinh viên cảm thấy nản .,negative,other
"tích cực , nhiệt huyết .",positive,lecturer
hy vọng có nhiều phương pháp mới để sinh viên hiểu sâu được vấn đề .,negative,program
em rất quý cô cũng như toàn thể các giảng viên trong trường nhưng em phải nói với thầy một điều chân thành rằng em cảm thấy việc điểm danh khi đi học là không hiệu quả .,negative,lecturer
thời gian các tiết thực hành cần phân bổ phù hợp với thời gian lý thuyết vì thường thì những bài thực hành đi sớm hơn so với bài lý thuyết kể từ những tuần khoảng giữa nên giảng viên hỗ trợ thực hành không thể cho sinh viên thực hành phần đó .,negative,program
"dạy ít , sinh viên chủ yếu nghe sinh viên báo cáo .",negative,lecturer
tận tâm với sinh viên và tạo mọi cơ hội cho tất cả sinh viên .,positive,lecturer
thầy chưa mấy nhiệt tình !,negative,lecturer
có đưa ra ví dụ cụ thể .,positive,lecturer
giảng dạy có logic và có sự chuyên tâm của giáo viên nên em không có ý kiến gì thêm .,positive,lecturer
giảng viên thường cho các hoạt động nhóm trong giờ học .,positive,lecturer
"giảng viên quá bận với công việc của mình , không đảm bảo được nội dung môn học , chưa cung cấp tài liệu liên quan đến môn học , chưa tận tâm .",negative,lecturer
"nhiệt tình , giảng dạy tốt .",positive,lecturer
giảng viên khá nhiệt tỉnh .,positive,lecturer
"truyện đạt kiến thức dễ hiểu dễ tiếp thu , gần gũi , nhiệt tình .",positive,lecturer
dù một tuần chỉ có 2 tiết nhưng thầy đã tận tình giảng dạy .,positive,lecturer
"giảng viên gần như không biết truyền đạt kiến thức sát với lý thuyết , ra bài tập không bám sát kiến thức .",negative,lecturer
phương pháp quan trọng là kiến thức chứ không phải điểm .,negative,lecturer
em mong thầy cô cho sinh viên nhiều mẫu câu thông dụng để sinh viên học thuộc từ đó rèn luyện phản xạ tự nhiên trong giao tiếp !,negative,lecturer
"thầy dạy hay , không khí vui vẻ và tận tình giải đáp mọi thắc mắc .",positive,lecturer
tương tác tốt với sinh viên ở trên lớp .,positive,lecturer
lên lớp muộn .,negative,lecturer
"nên thay phòng thực hành , cho dù là hình thức 2 , có thể làm ở nhà nhưng lên phòng lab thì cũng phải có điều kiện để sinh viên làm các bước cơ bản thì về nhà mới nhanh chóng triển khai các bước tiếp theo được .",negative,facility
bài tập và tài liệu hướng dẫn học tập mà thầy cung cấp thực sự rất đầy đủ đối với em .,positive,program
"giảng viên nhiệt tình , truyền lửa tốt cho sinh viên hứng thú học tập .",positive,lecturer
hơi nghiêm .,negative,lecturer
dạy toàn tiếng anh .,negative,lecturer
"thái độ chưa tốt khi sinh viên hỏi bài , chỉ có sinh viên giỏi mới dám hỏi vì thầy chỉ trả lời những câu khó .",negative,lecturer
"thầy có một nền tảng kiến thức rất phong phú , em được học rất nhiều từ thầy .",positive,lecturer
nên hướng dẫn giải các bài tập cơ bản của môn học .,negative,lecturer
"nội dung thực hành vào lý thuyết chưa khớp nhau , chưa truyền tải được nhiều kiến thức .",negative,program
thầy nên giảng bài sinh động hơn thay vì ngồi một chỗ .,negative,lecturer
"giảng bài quá nhanh , ít bám sâu vào chương trình .",negative,lecturer
giảng viên không gây hứng thú cho sinh viên về bài giảng của mình .,negative,lecturer
em còn tưởng những nội dung này chỉ có trong hội thảo về  đa cấp  .,negative,program
"thầy dạy dễ hiểu , nắm rõ kiến thức .",positive,lecturer
"thầy thân thiện , nhiệt tình .",positive,lecturer
"nhìn chung cô dạy khá là nhanh bạn nào có tư duy , logic không được tốt thì sẽ không hiểu cô nói .",positive,lecturer
nhiệt tình trả lời các câu hỏi của sinh viên .,positive,lecturer
em cảm thấy không có gì không hài lòng cả vì thầy dạy hay .,positive,lecturer
"thầy tận tình , và thân thiện .",positive,lecturer
em nghỉ nên biên soạn lại .,negative,program
"ngoài việc cho bài tập ra , thầy nên giải đáp cho các học sinh các bài tập khó nữa .",negative,lecturer
tất cả điều hài lòng .,positive,other
cô dễ thương siêu cute !,positive,lecturer
"giảng viên vui vẻ , hòa đồng với sinh viên , tạo cảm giác hứng thú học tập hơn .",positive,lecturer
"giảng viên hỗ trợ bài giảng , tài liệu tham khảo rất đầy đủ trên moodle .",positive,lecturer
thầy hướng dẫn rất tận tình .,positive,lecturer
cả hai thầy đều rất nhiệt tình .,positive,lecturer
"thầy giải đáp thắc mắc của sinh viên nhiệt tình và đầy đủ , kiến thức nhiều và phong phú .",positive,lecturer
trong học kỳ này vì nó không được cố định nên em và có thể nhiều bạn khác đã bỏ lỡ bài nộp .,negative,program
thầy chưa tận tâm trong giảng dạy .,negative,lecturer
giảng viên dạy dễ hiểu .,positive,lecturer
nên hướng dẫn kỹ lưỡng vào những vấn đề trọng tâm .,negative,lecturer
"triển khai srum cho tổ hợp nhóm nhỏ chừng 15 người , 1 nhóm 5 người .",negative,program
vì đôi khi tụi em theo bài không kịp .,negative,other
cô tận tình thân thiện với sinh viên .,positive,lecturer
"thầy vui tính , rất tâm lý sinh viên .",positive,lecturer
nên phát hết các bài kiểm tra còn lại .,negative,lecturer
dạy kỹ căn bản rèn luyện cả 4 kỹ năng .,positive,lecturer
"tăng thời gian học , tiếp xúc với sinh viên nhiều hơn .",negative,lecturer
có trách nhiệm giảng dạy cho các học sinh hiểu về bài học .,positive,lecturer
bài tập cho cho đa dạng để sinh viên dễ dàng tiếp thu được nhiều loại bài tập và kiến thức khác nhau .,positive,program
đôi lúc giảng viên nói quá nhỏ không thể nghe thấy rõ .,negative,lecturer
không nên quá chú trọng vào việc dạy học chạy kịp chương trình để thi mà quên đi khả năng tiếp thu của sinh viên .,negative,program
thầy chấm và nhận xét đồ án rất chính xác .,positive,lecturer
"cô dạy rất hay , kỹ và nhiệt huyết .",positive,lecturer
dễ buồn ngủ .,negative,lecturer
"phòng thưc hành cần thường xuyên vệ sinh , sửa chữa thiết bị , bị lỏng , đứt , hay hư hỏng .",negative,facility
tích cực .,positive,other
"tận tâm , nhiệt tình , tiết học vui vẻ dễ tiếp thu .",positive,lecturer
"giảng viên thường xuyên trao đổi tài liệu học tập , giảng viên tích cực .",positive,lecturer
sự nhiệt tình và tâm huyết khi giảng dạy của cô .,positive,lecturer
sự tận tâm .,positive,other
nhưng vẫn đạt điểm cao .,negative,program
phần thi nói giữa các lớp không thống nhất về hình thức và nội dung .,negative,program
"vui vẻ , giảng dạy tận tình .",positive,lecturer
"sửa chữa hoặc thay mới máy chiếu và loa nguyên nhân doubledot máy chiếu , chiếu hình ảnh bị nhạt màu , loa hay có trục trặc .",negative,facility
thầy khá bận nên thời gian lên lớp không nhiều .,negative,lecturer
"thầy thân thiện , nhiệt tình , giảng dễ hiểu .",positive,lecturer
"thầy năng nổ , nhiệt tình .",positive,lecturer
"trên slide có quá nhiều chữ ( có vẻ như thầy dịch từ tài liệu gốc là chính ) , và thầy đọc slide , giải thích định nghĩa nhiều nhưng rối và không có gì để hình dung làm cho sinh viên khó hình dung ra thầy đang giảng gì .",negative,lecturer
"giảng viên rất tận tâm , nhiệt tình , gần gũi sinh viên .",positive,lecturer
cách giảng dạy không tạo được nền tảng ban đầu để sinh viên tự lực trong một quãng đường dài .,negative,lecturer
"thầy giảng dạy nhiệt tình , cung cấp đầy đủ kiến thức .",positive,lecturer
"phòng lab thực hành cơ bản vẫn còn thiếu chất lượng , máy yếu , trường mình vẫn còn xài màn hình crt nản , mang danh trường công nghệ thông tin .",negative,facility
giảng viên cung cấp khá đầy đủ kiến thức .,positive,lecturer
giáo viên ít hướng dẫn bài tập về nhà .,positive,lecturer
khi nói xong một ý nên có khoảng nghỉ để người nghe kịp tiếp thu thì hiệu quả hơn .,negative,lecturer
"thầy chấm điểm khó , đề thi dài .",negative,lecturer
"cô dạy quá chi tiết ở một số mục , có một số mục em cảm thấy dễ nhưng cô lại dạy quá lâu ở mục đó làm cho tốn khá nhiều thời gian và gây chán nản .",negative,lecturer
liên hệ sát với thực tế .,positive,program
mong nhà trường sắp xếp các phòng học yên tĩnh hơn .,negative,facility
khối lượng lý thuyết và thực hành phải học quá ôm đồm trong một môn học .,negative,program
"cô nhiệt tình giảng bài , hỗ trợ sinh viên .",positive,lecturer
thầy hiền và nhiệt tình với sinh viên .,positive,lecturer
kiến thức môn học ứng dụng tốt cho công việc sau này .,positive,program
"nên sử dụng giáo trình tiếng việt , nếu dùng tiếng anh thì nên dùng lúc ra đề luôn , tránh trường hợp anh việt lẫn lộn .",negative,program
giảng viên hướng dẫn rất nhiệt tình và chi tiết .,positive,lecturer
cô dễ thương quá .,positive,lecturer
luôn giải đáp mọi thắc mắc của sinh viên .,positive,lecturer
thầy liên hệ khá nhiều về thực tiễn cuộc sống .,positive,lecturer
thầy là người rất nhiệt tình và quan tâm sinh viên !,positive,lecturer
"nhiều ví dụ minh hoạ , dễ hiểu .",positive,lecturer
thầy vui tính dạy dễ hiểu .,positive,lecturer
nên có thêm vài project nhỏ .,negative,program
"dạy tốt , dễ hiểu .",positive,program
"bồi dưỡng chuyên môn giáo viên phần phát âm , từ vựng .",negative,lecturer
"khả năng truyền đạt kiến thức của thầy chưa hay ( kém ) chưa lôi cuốn được sinh viên kể cả so sánh với em , một sinh viên năm 2 .",negative,lecturer
"cô nhiệt tình , giảng dạy dễ hiểu .",positive,lecturer
"các buổi học không liên tục , kiến thức kiểu chắp vá .",negative,program
giảng dạy rất tốt .,positive,lecturer
không hiểu bài giảng .,negative,other
giảng viên giảng dạy nhiệt tình .,positive,lecturer
hệ thống máy tính còn yếu kém .,negative,facility
cần được tăng cường thực hành và traning thêm môn học .,negative,program
giảng bài kỹ .,positive,lecturer
cho làm bài tập vận dụng kiến thức thường xuyên .,positive,lecturer
"tận dụng tốt thời gian , nhiệt tình , hiền .",positive,lecturer
"giảng viên dạy kỹ , dễ hiểu .",positive,lecturer
thầy tôi dạy rất hay và chia sẻ rất nhiều .,positive,lecturer
thầy hiền nhiệt tình .,positive,lecturer
"thầy giảng khó hiểu , phương pháp giảng dạy cũ kỹ .",negative,lecturer
cô nói nhỏ và thường hay đứng trên bục rất khó để có thể hiểu .,negative,lecturer
"tận tâm giảng dạy nhiệt tình , tận tâm .",positive,lecturer
giáo viên giảng hơi khó hiểu ạ .,negative,lecturer
đề xuất nhà trường hằng tuần có một buổi lau dọn các bàn ghế này .,negative,facility
cần xác định rõ mục tiêu thực tế của môn học ứng dụng vào việc gì .,negative,program
"giảng dạy ngắn gọn , súc tích , đánh vào phần trọng tâm .",positive,lecturer
giảng viên nên đảm bảo lên lớp đúng giờ và cập nhật bài giảng lên hệ thống moodle thường xuyên hơn .,negative,lecturer
"giáo trình hiện tại khá trừu tượng và khó hiểu , kiến thức khá khó với những lý thuyết căn bản mà sinh viên có thể hiểu .",negative,program
"giảng viên dạy dễ hiểu , tương tác với sinh viên nhiều và có nhiều hình thức tính điểm ( điểm bài tập trên lớp , bài tập về nhà , kiểm tra tại lớp , dotdotdot ) .",positive,lecturer
"nhiệt tình , vui vẻ , cung cấp kiến thức hay .",positive,lecturer
"giảng viên dạy rất dễ hiểu , nhiệt tình .",positive,lecturer
hỗ trợ sinh viên kịp thời các vấn đề vướng mắc trong môn học .,positive,lecturer
cung cấp công cụ giảng dạy tốt hơn .,negative,facility
"thầy dạy nhiệt tình , có trợ giảng năng nổ .",positive,lecturer
về học tập doubledot bản thân em không đồng ý về điểm thuyết trình và bài báo cáo .,negative,program
"dạy rất nhiệt tình , cho bài tập nhiều .",positive,lecturer
"giảng dạy dễ hiểu , tận tình .",positive,lecturer
"tiết học thú vị , vui vẻ mà bổ ích .",positive,lecturer
thầy nhiệt tình và giảng rất dễ hiểu .,positive,lecturer
giáo viên cần lên lớp thường xuyên hơn và dạy những kiến thức thiết thực với môn học hơn .,negative,lecturer
"gần gũi , tốt bụng .",positive,lecturer
cần mở rộng thêm các kỹ thuật hướng đối tượng mới hiện nay .,negative,program
"cô dạy tận tâm với sinh viên , luôn nhiệt tình .",positive,lecturer
"hăng say , nhiệt tình .",positive,lecturer
mong phòng phòng thanh tra - pháp chế - đbcl có biện pháp xử lý .,negative,other
table and chair is not fitted for class .,negative,facility
"dạy quá nhanh so với lý thuyết , có khi nhanh hơn cả 1 chương chớ không phải vài bài học , học thực hành mà không hiểu gì hết vì chưa học trên lý thuyết , theo em , học thực hành để củng cố kiến thức lý thuyết chớ không phải học lý thuyết để biết mình đã thực hành cái gì .",negative,lecturer
mong thầy sắp xếp giữa việc giảng dạy cũng như việc làm của thầy .,negative,lecturer
điều chỉnh số tín chỉ cho môn từ 3 tín chỉ thành 2 tín chỉ .,negative,program
"cô tận tâm nhiệt tình , quan tâm đến học sinh nhiều hơn là điểm số .",positive,lecturer
sự tận tình của giảng viên .,positive,lecturer
giảng viên dạy lý thuyết nên dạy thực hành để giúp sinh viên làm rõ những kiến thức trong lý thuyết .,negative,lecturer
"giảng viên nhiệt tình , có khả năng truyền đạt tốt .",positive,lecturer
thầy cho khá nhiều bài tập và cách giải nhiều bài .,positive,lecturer
"cần chuẩn bị phần giáo trình phù hợp hơn với môn học , phù hợp hơn với trường mình .",negative,program
truyền đạt nhiều kiến thức mở rộng .,positive,lecturer
giáo viên nhiệt tình !,positive,lecturer
"4 tín chỉ học phần là quá ít cho các kiến thức về javabeans , jsp , servlet , html , csharp .",negative,program
cách giảng dạy của giảng viên thật khó có thể làm cho sinh viên hiểu rõ vấn đề .,negative,lecturer
"nói chuyện dễ hiểu , dễ tiếp thu .",positive,lecturer
vủi vẻ nhiệt tình .,positive,lecturer
"học một đàn ra thi một nẻo , thi đúng với nội dung môn học .",negative,program
giảng viên giảng dạy nhiệt tình !,positive,lecturer
không thu hút được sự chú ý của sinh viên .,negative,lecturer
truyền đạt kiến thức dễ hiểu .,positive,lecturer
"cần phải thiết kế nội dung thực hành gắn với lý thuyết , nâng độ khó lên , cần áp dụng các lý thuyết hiện đại thay vì các lý thuyết đã cũ từ mấy chục năm trước .",negative,program
giảng viên vui nhiệt tình .,positive,lecturer
"lúc chấm điểm thực hành trên lớp , hỏi những câu đánh đố sinh viên .",negative,lecturer
"giảng viên đầy nhiệt huyết , gần gũi với sinh viên , bài giảng sinh động .",positive,lecturer
"tiết dạy thoải mái , không nhàm chán .",positive,lecturer
"giảng viên mỗi lần lên lớp đều nói  các em cần gì cứ mail thầy sẽ hỗ trợ  nhưng không bao giờ trả lời mail sinh viên , sinh viên phải lên đến tận văn phòng khoa để tìm gặp .",negative,lecturer
tất cả đều tốt .,positive,other
cung cấp cho sinh viên nhiều kiến thức thực tiễn .,positive,lecturer
thầy giảng quá khó hiểu .,negative,lecturer
hay nghỉ .,negative,lecturer
giảng viên áp dụng nhiều phương thức giảng dạy mới .,positive,lecturer
môn học hay và bổ ích .,positive,program
"cập nhật kiến thứ trong các slide , những phương pháp mới .",negative,program
giảng viên thường hay đến lớp muộn 15 phút .,negative,lecturer
giảng viên nên thường xuyên cập nhật và giới thiệu những thành tựu công nghệ mới đến sinh viên cũng như cho phép sinh viên thử nghiệm tại lớp nếu điều kiện cho phép .,negative,lecturer
cần nâng cao chất lượng máy chiếu .,negative,facility
"theo em , nên tăng thời gian thực hành nhiều hơn .",negative,program
em nghĩ nên kết hợp thực hành vào chung một buổi .,negative,program
"thầy dạy quá nhanh , học sinh theo không kịp , nhất là việc chiếu slide .",negative,lecturer
cập nhật tin tức môn học trên các kênh thông tin course và cung cấp các tài liệu trên đó .,negative,program
"thường xuyên nhắc nhở các sinh viên ít phát biểu , chuyên cần , tích cực .",positive,lecturer
thầy dạy rất tận tâm .,positive,lecturer
"em rất thích , em là một đứa không thích học môn xã hội nhưng học cô em rất thích nghe giảng .",positive,other
"giáo viên truyền đạt nội dung bài học rất hay , rất dễ hiểu và dễ tiếp thu .",positive,lecturer
thầy còn chia sẻ các phương pháp học cho sinh viên .,positive,lecturer
như vậy thì quá bất công .,negative,program
học theo đúng thời khóa biểu .,positive,other
thầy giảng hay .,positive,lecturer
hướng dẫn tận tình cho sinh viên .,positive,lecturer
lịch học trùng với lịch học môn khác có điểm danh từng buổi nên hầu như nhóm học của em không bạn nào học được 1 buổi nào .,negative,program
giảng viên kết hợp giải bài tập để giảng lý thuyết .,positive,lecturer
thêm nhiều bài tập hay gặp khi thi học kỳ !,negative,program
thầy hay chém gió .,negative,lecturer
mong thầy giải bài tập nhiều hơn là nói toàn là lý thuyết .,negative,lecturer
phương pháp giảng dạy chưa được cập nhật .,negative,lecturer
"rất có tâm , nhiệt tình và tận tụy với sinh viên .",positive,lecturer
"nên khắc phục tình trạng giảng viên không lên lớp , vì như vậy làm mất nhiều thời gian cho sinh viên tụi em .",negative,lecturer
thầy ít giảng chủ yếu là cho chép vào vở .,negative,lecturer
"thầy nguyên dạy rất nhiệt tình , tận tâm colonsmile .",positive,lecturer
"giáo viên dạy dễ hiểu , tận tình hướng dẫn sinh viên .",positive,lecturer
quan tâm tận tình đến từng sinh viên .,positive,lecturer
thầy dạy đúng yêu cầu buổi học .,positive,lecturer
"thầy dạy hay , truyền đạt đủ kiến thức cho sinh viên .",positive,lecturer
cô tận tâm .,positive,lecturer
cô truyền đạt còn khó hiểu .,negative,lecturer
cô giáo nhiệt tình .,positive,lecturer
"giảng viên vui tính , nhiệt tình và có những phương pháp làm bài tập nhóm mới lạ , hấp dẫn .",positive,lecturer
"dạy hơi nhanh à nha , tiết bài tập chưa tốt .",negative,lecturer
giảng dạy hay .,positive,lecturer
em nghĩ nên tạo ra thêm một số ràng buộc để sinh viên đi học đầy đủ hơn .,negative,program
thầy có phần demo code giúp sinh viên dễ hiểu .,positive,lecturer
phân phối bài tập hợp lý .,positive,program
thầy nên nhiệt tình hướng dẫn hơn .,negative,lecturer
cô vừa hiền vừa xinh lại còn dạy dễ hiểu .,positive,lecturer
nhưng thầy rất nhiệt tình giảng lại và đứng chỉ lại .,negative,lecturer
"nhiệt tình , phong cách dạy dễ hiểu .",positive,lecturer
giáo viên lý thuyết và trợ giảng không có sự liên hệ với nhau dẫn đến mỗi người dạy một kiểu .,negative,lecturer
không gặp mặt .,negative,other
"vui vẻ , hòa đồng , linh động .",positive,lecturer
cần cập nhật kiến thức sâu hơn .,negative,program
"thầy tận tâm , có hai tới lớp sinh viên thầy vẫn dạy .",positive,lecturer
thầy giảng hơi nhanh và có nhiều chỗ còn khó hiểu .,negative,lecturer
cần nâng cấp máy trong phòng máy thực hành vì cấu hình hơi yếu và phòng học không nóng và bụi thì tốt hơn .,negative,facility
thầy nhiệt tình dạy dễ hiểu .,positive,lecturer
"em thấy nội dung kiểm tra chưa phù hợp , chương trình học quá nặng .",negative,program
nội dung mới .,positive,program
không hoàn toàn hài lòng với cách giảng dạy của thầy .,negative,lecturer
"nội dung chưa được truyền đạt đến sinh viên theo cách hấp dẫn , trực tiếp mà nhàm chán , dễ gây tâm lý bối rối với nhiều kiến thức liên kết rời rạc .",negative,lecturer
vui .,positive,lecturer
"nhiệt tình và vui vẻ với sinh viên , giảng bài kỹ .",positive,lecturer
thầy rất thường xuyên kể về các câu chuyện cá nhân mặc dù không sinh viên nào yêu cầu và quan tâm .,negative,lecturer
"nên cập nhật giáo trình đầy đủ , nội dung môn học nên cải tiến , phần thực hành nên hiệu chỉnh để thống nhất với lý thuyết .",negative,program
"theo ý kiến của em doubledot nếu như đầu ra tốt nghiệp là bằng cấp theo các chương trình ngoại ngữ bằng cấp toeic hay ielts thì em nghĩ là nên để phần đó cho các bạn sinh viên tự lo vì học av1 , av2 , av3 rồi lại phải học thêm mấy cái toeic với ielts thì mất một khoảng thời gian .",negative,program
các deadline thời gian hơi ít .,negative,program
"mong ở những môn học tới , với kiến thức và kinh nghiệm của mình thêm với sự tương tác và sắp xếp thời gian , thầy sẽ mang đến những tiết học bổ ích và hiệu quả nhất cho học viên của mình .",negative,program
môn này không nên có hình thức thực hành 2 không hiệu quả .,negative,program
"cứ mặc kệ mấy cái báo cáo nhảm nhỉ của cái đợt hợp vừa rồi , cá nhân em rất thích được học với thầy .",positive,lecturer
thầy nói hơi nhỏ và đều đều nên rất dễ buồn ngủ .,negative,lecturer
"em không thể đi học môn wzjwz75 , nên học kỳ này sẽ nợ môn này .",negative,other
"giảng viên truyền đạt tốt , rất dễ hiểu .",positive,lecturer
dạy nhiệt tình nên hay lấn giờ quá tiết .,negative,lecturer
giáo viên cho giảng dạy tận tình .,positive,lecturer
đồ án thầy yêu cầu khó thực hiện vì toàn là bài báo khoa học có nội dung trừu tượng .,negative,lecturer
thầy sử dụng thời gian dạy tốt .,positive,lecturer
"thầy wzjwz205 rất nhiệt tình với sinh viên , luôn cung cấp kiến thức cập nhật và thực tiễn .",positive,lecturer
tài liệu và giảng viên nhiệt tình .,positive,program
"thầy dạy tâm huyết với sinh viên , dạy cho sinh viên rất nhiều kiến thức bổ ích !",positive,lecturer
thầy giúp sinh viên luyện tập rất nhiệt tình .,positive,lecturer
"khi có thông báo nghỉ , cần cập nhập thông tin trên web của khoa wzjwz158 .",negative,program
"kiến thức truyền đạt còn ít , thời gian lên lớp thường trễ .",negative,lecturer
em nghĩ nên thi thực hành thay vì lý thuyết cuối kỳ .,negative,program
khi sinh viên nhờ thầy giải một bài tập để làm mẫu nhưng không nhận được bất kỳ bài giải nào từ thầy .,negative,lecturer
thời lượng thi ít khiến nhiều câu bỏ trống .,negative,program
cách thầy dạy môn này trong kỳ trước em không được biết chỉ được nghe từ các bạnem đã cảm thấy vui khi được học với thầy .,positive,lecturer
"thường xuyên nghỉ học không thông báo , lên lớp trễ .",negative,lecturer
cô giáo rất tận tình và có phương pháp giảng dạy rất tốt đối với sinh viên .,positive,lecturer
giảng viên luôn vui vẻ và tận tình giúp đỡ sinh viên .,positive,lecturer
dùng lời lẽ để ép buộc sinh viên .,negative,lecturer
"những thứ đó không đủ để làm bài thực hành như tuần 5 , tuần 6 , tuần 7 .",negative,other
bài tập deadline quá nhiều mà thời gian lại quá ngắn .,negative,program
nên rút gọn kiến thức lại .,negative,program
đan xen những câu chuyện thực tiễn trong lúc học .,positive,lecturer
thầy không chú trọng đến kết quả tốt hay không mà khuyến khích sinh viên làm việc hết khả năng của mình .,positive,lecturer
"có nhiều nội dung liên quan tới thực tiễn , có thể áp dụng vào thực tế sau này .",positive,program
"vào lớp muộn , cho ra trễ .",negative,lecturer
"thầy vui tính , thường xuyên cho bài tập cho sinh viên .",positive,lecturer
sinh viên trường wzjwz80 chúng ta hoàn toàn không được đánh giá cao so với sinh viên của wzjwz81 và wzjwz82 .,negative,other
"giảng viên vui vẻ , giảng dạy tận tâm .",positive,lecturer
"giáo viên lên lớp đầy đủ , tận tâm , nhiệt tình trong giảng dạy .",positive,lecturer
"phương pháp giảng dạy ( cụ thể là cách truyền đạt ) của thầy đơn giản , dễ hiểu và hiệu quả .",positive,lecturer
"phát âm thuật ngữ tiếng anh không chuẩn , khó phân biệt khi nghe giảng .",negative,lecturer
"giảng viên dạy tâm huyết , nhiệt tình , bài tập cụ thể rõ ràng .",positive,lecturer
thầy có đi dạy trễ .,negative,lecturer
"có thể nói học nhập môn lập trình gặp được cô là một điều vô cùng may mắn , cảm ơn cô nhiều .",positive,lecturer
cô wzjwz195 thật tuyệt vời .,positive,lecturer
nếu thầy có thể đến sớm để dạy cho sinh viên có thể nghĩ trưa được nhiều hơn .,negative,lecturer
thầy thường xuyên nghỉ mà không thông báo .,negative,lecturer
"cách giảng dạy đơn giản , ngắn gọn nhưng dễ tiếp thu .",positive,lecturer
bài giảng chưa thật sự thu hút .,negative,lecturer
"giảng dạy chi tiết , dễ hiểu .",positive,lecturer
điểm làm đồ án nên trên 50% thì sẽ có tính thực tiễn hơn .,negative,program
phòng học oi bức .,negative,facility
kích thích sự đam mê cho các sinh viên .,positive,lecturer
"không dạy vào trọng tâm chương trình , sử dụng giáo trình mà thường đi lan man .",negative,program
"tận tâm , chu đáo .",positive,lecturer
"thầy rất hay nói thêm về các tài liệu tiếng anh , các kiến thức mà sách tiếng việt không đề cập , bổ sung nhiều kiến thức hay cho sinh viên .",positive,lecturer
"thầy nên cho nhiều ví dụ liên quan đến bài học hơn , và nên có hình thức làm và nộp bài tập hàng tuần .",negative,lecturer
